 # Frame           33  - Time t =    3.3000000000000003     
 # x u(x,t)
       0.000000       0.000000
       0.020000      -0.051902
       0.040000      -0.103600
       0.060000      -0.154889
       0.080000      -0.205566
       0.100000      -0.255432
       0.120000      -0.304291
       0.140000      -0.351948
       0.160000      -0.398216
       0.180000      -0.442913
       0.200000      -0.485861
       0.220000      -0.526893
       0.240000      -0.565844
       0.260000      -0.602563
       0.280000      -0.636904
       0.300000      -0.668731
       0.320000      -0.697919
       0.340000      -0.724352
       0.360000      -0.747927
       0.380000      -0.768550
       0.400000      -0.786140
       0.420000      -0.800628
       0.440000      -0.811955
       0.460000      -0.820079
       0.480000      -0.824966
       0.500000      -0.826597
       0.520000      -0.824966
       0.540000      -0.820079
       0.560000      -0.811955
       0.580000      -0.800628
       0.600000      -0.786140
       0.620000      -0.768550
       0.640000      -0.747927
       0.660000      -0.724352
       0.680000      -0.697919
       0.700000      -0.668731
       0.720000      -0.636904
       0.740000      -0.602563
       0.760000      -0.565844
       0.780000      -0.526893
       0.800000      -0.485861
       0.820000      -0.442913
       0.840000      -0.398216
       0.860000      -0.351948
       0.880000      -0.304291
       0.900000      -0.255432
       0.920000      -0.205566
       0.940000      -0.154889
       0.960000      -0.103600
       0.980000      -0.051902
       1.000000       0.000000
