 # Frame           25  - Time t =    2.5000000000000000     
 # x u(x,t)
       0.000000       0.000000
       0.020000       0.062779
       0.040000       0.125311
       0.060000       0.187348
       0.080000       0.248646
       0.100000       0.308963
       0.120000       0.368060
       0.140000       0.425705
       0.160000       0.481669
       0.180000       0.535733
       0.200000       0.587682
       0.220000       0.637312
       0.240000       0.684427
       0.260000       0.728841
       0.280000       0.770378
       0.300000       0.808875
       0.320000       0.844180
       0.340000       0.876153
       0.360000       0.904668
       0.380000       0.929613
       0.400000       0.950890
       0.420000       0.968413
       0.440000       0.982115
       0.460000       0.991940
       0.480000       0.997851
       0.500000       0.999824
       0.520000       0.997851
       0.540000       0.991940
       0.560000       0.982115
       0.580000       0.968413
       0.600000       0.950890
       0.620000       0.929613
       0.640000       0.904668
       0.660000       0.876153
       0.680000       0.844180
       0.700000       0.808875
       0.720000       0.770378
       0.740000       0.728841
       0.760000       0.684427
       0.780000       0.637312
       0.800000       0.587682
       0.820000       0.535733
       0.840000       0.481669
       0.860000       0.425705
       0.880000       0.368060
       0.900000       0.308963
       0.920000       0.248646
       0.940000       0.187348
       0.960000       0.125311
       0.980000       0.062779
       1.000000       0.000000
