 # Frame           40  - Time t =    4.0000000000000000     
 # x u(x,t)
       0.000000       0.000000
       0.020000       0.001875
       0.040000       0.003743
       0.060000       0.005596
       0.080000       0.007427
       0.100000       0.009229
       0.120000       0.010994
       0.140000       0.012716
       0.160000       0.014388
       0.180000       0.016003
       0.200000       0.017555
       0.220000       0.019037
       0.240000       0.020445
       0.260000       0.021771
       0.280000       0.023012
       0.300000       0.024162
       0.320000       0.025217
       0.340000       0.026172
       0.360000       0.027023
       0.380000       0.027769
       0.400000       0.028404
       0.420000       0.028928
       0.440000       0.029337
       0.460000       0.029630
       0.480000       0.029807
       0.500000       0.029866
       0.520000       0.029807
       0.540000       0.029630
       0.560000       0.029337
       0.580000       0.028928
       0.600000       0.028404
       0.620000       0.027769
       0.640000       0.027023
       0.660000       0.026172
       0.680000       0.025217
       0.700000       0.024162
       0.720000       0.023012
       0.740000       0.021771
       0.760000       0.020445
       0.780000       0.019037
       0.800000       0.017555
       0.820000       0.016003
       0.840000       0.014388
       0.860000       0.012716
       0.880000       0.010994
       0.900000       0.009229
       0.920000       0.007427
       0.940000       0.005596
       0.960000       0.003743
       0.980000       0.001875
       1.000000       0.000000
