 # Frame           43  - Time t =    4.2999999999999998     
 # x u(x,t)
       0.000000       0.000000
       0.020000       0.051889
       0.040000       0.103573
       0.060000       0.154848
       0.080000       0.205512
       0.100000       0.255365
       0.120000       0.304210
       0.140000       0.351855
       0.160000       0.398111
       0.180000       0.442796
       0.200000       0.485733
       0.220000       0.526753
       0.240000       0.565695
       0.260000       0.602404
       0.280000       0.636735
       0.300000       0.668554
       0.320000       0.697734
       0.340000       0.724161
       0.360000       0.747729
       0.380000       0.768347
       0.400000       0.785932
       0.420000       0.800416
       0.440000       0.811741
       0.460000       0.819862
       0.480000       0.824748
       0.500000       0.826378
       0.520000       0.824748
       0.540000       0.819862
       0.560000       0.811741
       0.580000       0.800416
       0.600000       0.785932
       0.620000       0.768347
       0.640000       0.747729
       0.660000       0.724161
       0.680000       0.697734
       0.700000       0.668554
       0.720000       0.636735
       0.740000       0.602404
       0.760000       0.565695
       0.780000       0.526753
       0.800000       0.485733
       0.820000       0.442796
       0.840000       0.398111
       0.860000       0.351855
       0.880000       0.304210
       0.900000       0.255365
       0.920000       0.205512
       0.940000       0.154848
       0.960000       0.103573
       0.980000       0.051889
       1.000000       0.000000
