 # Frame           36  - Time t =    3.6000000000000001     
 # x u(x,t)
       0.000000       0.000000
       0.020000      -0.059125
       0.040000      -0.118017
       0.060000      -0.176443
       0.080000      -0.234173
       0.100000      -0.290978
       0.120000      -0.346635
       0.140000      -0.400924
       0.160000      -0.453631
       0.180000      -0.504548
       0.200000      -0.553473
       0.220000      -0.600214
       0.240000      -0.644587
       0.260000      -0.686415
       0.280000      -0.725534
       0.300000      -0.761790
       0.320000      -0.795040
       0.340000      -0.825152
       0.360000      -0.852008
       0.380000      -0.875501
       0.400000      -0.895538
       0.420000      -0.912042
       0.440000      -0.924946
       0.460000      -0.934200
       0.480000      -0.939767
       0.500000      -0.941625
       0.520000      -0.939767
       0.540000      -0.934200
       0.560000      -0.924946
       0.580000      -0.912042
       0.600000      -0.895538
       0.620000      -0.875501
       0.640000      -0.852008
       0.660000      -0.825152
       0.680000      -0.795040
       0.700000      -0.761790
       0.720000      -0.725534
       0.740000      -0.686415
       0.760000      -0.644587
       0.780000      -0.600214
       0.800000      -0.553473
       0.820000      -0.504548
       0.840000      -0.453631
       0.860000      -0.400924
       0.880000      -0.346635
       0.900000      -0.290978
       0.920000      -0.234173
       0.940000      -0.176443
       0.960000      -0.118017
       0.980000      -0.059125
       1.000000       0.000000
