 # Frame           42  - Time t =    4.2000000000000002     
 # x u(x,t)
       0.000000       0.000000
       0.020000       0.038415
       0.040000       0.076678
       0.060000       0.114639
       0.080000       0.152147
       0.100000       0.189054
       0.120000       0.225216
       0.140000       0.260489
       0.160000       0.294733
       0.180000       0.327815
       0.200000       0.359603
       0.220000       0.389971
       0.240000       0.418801
       0.260000       0.445978
       0.280000       0.471395
       0.300000       0.494951
       0.320000       0.516554
       0.340000       0.536118
       0.360000       0.553567
       0.380000       0.568831
       0.400000       0.581850
       0.420000       0.592572
       0.440000       0.600956
       0.460000       0.606969
       0.480000       0.610586
       0.500000       0.611793
       0.520000       0.610586
       0.540000       0.606969
       0.560000       0.600956
       0.580000       0.592572
       0.600000       0.581850
       0.620000       0.568831
       0.640000       0.553567
       0.660000       0.536118
       0.680000       0.516554
       0.700000       0.494951
       0.720000       0.471395
       0.740000       0.445978
       0.760000       0.418801
       0.780000       0.389971
       0.800000       0.359603
       0.820000       0.327815
       0.840000       0.294733
       0.860000       0.260489
       0.880000       0.225216
       0.900000       0.189054
       0.920000       0.152147
       0.940000       0.114639
       0.960000       0.076678
       0.980000       0.038415
       1.000000       0.000000
